,Final Pick,Total Projected Indy Wins,First Quarter Wins,Second Quarter Wins,Third Quarter Wins,Games Played By Carson (17 Max),Colts Made Playoffs,Playoff_Result,Game_Where_Indy_Fell_Out_of_Playoffs,Carson Benched On Purpose,Out_of_Division,Game_Where_Indy_Fell_Out_of_Division,Wins_of_Div_Winner,Out_of_Wildcard,Game_Where_Indy_Fell_Out_of_Wildcard,Wins_of_Last_WC,Week 1 Result,Week 2 Result,Week 3 Result,Week 4 Result,Week 5 Result,Week 6 Result,Week 7 Result,Week 8 Result,Week 9 Result,Week 10 Result,Week 11 Result,Week 12 Result,Week 13 Result,Week 14 Result,Week 15 Result,Week 16 Result,Week 17 Result,Draft Pick Points,Carson Final Snap %,Percentage of Total Occurances (%),Colts_Eliminated_From_Division_or_Wild_Card_Race_First
5704,8,7.0,1,3,5,15.540904142936391,False,Missed Playoffs,16.0,True,True,16.0,11.0,True,16.0,11.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1400,91.41708319374348,0.01,Lost Wild Card and Division at Same Time
5705,10,7.0,1,1,4,13.9321439868204,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,1300,81.95378815776706,0.01,Lost Wild Card and Division at Same Time
5706,10,7.0,1,3,5,13.859528638353657,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,NE,ARI,IND,IND,1300,81.52663904913916,0.01,Lost Wild Card and Division at Same Time
5707,16,8.0,1,4,6,16.805954662207334,False,Missed Playoffs,,False,False,,8.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,ARI,OAK,IND,1000,98.85855683651373,0.01,Lost Wild Card First
5708,11,7.0,1,2,4,15.021082441426682,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,IND,TB,IND,IND,ARI,IND,JAX,1250,88.35930847898048,0.01,Lost Wild Card and Division at Same Time
5709,5,5.0,1,2,5,13.702395334298807,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,NE,ARI,OAK,JAX,1700,80.60232549587533,0.01,Lost Wild Card and Division at Same Time
5710,10,8.0,1,3,5,13.8112,False,Missed Playoffs,17.0,True,True,15.0,11.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1300,81.24235294117646,0.01,Lost Division First
5711,23,10.0,1,4,6,16.30279850034954,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,760,95.89881470793846,0.01,None
5712,13,8.0,1,2,4,14.216725792975183,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1150,83.62779878220695,0.01,Lost Wild Card and Division at Same Time
5713,21,9.0,1,3,6,13.894110254424705,True,First Round Exit,,True,True,16.0,12.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,800,81.73006032014533,0.01,None
5714,37,4.0,1,2,3,12.23813782771072,False,Missed Playoffs,15.0,True,True,14.0,10.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,HOU,NE,ARI,OAK,IND,530,71.98904604535717,0.01,Lost Division First
5715,12,7.0,1,3,5,14.703296464770345,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,IND,IND,IND,ARI,OAK,JAX,1200,86.48997920453144,0.01,Lost Wild Card First
5716,41,6.0,1,2,4,12.310458870399998,False,Missed Playoffs,15.0,True,True,14.0,11.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,IND,HOU,IND,ARI,OAK,IND,490,72.4144639435294,0.01,Lost Division First
5717,7,6.0,1,2,4,13.429739144940728,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,IND,1500,78.99846555847488,0.01,Lost Wild Card and Division at Same Time
5718,33,3.0,1,2,2,11.262611893492506,False,Missed Playoffs,13.0,True,True,13.0,11.0,True,13.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,JAX,BUF,TB,HOU,NE,ARI,OAK,IND,580,66.25065819701474,0.01,Lost Wild Card and Division at Same Time
5719,24,9.0,1,3,5,16.230552317648446,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,740,95.47383716263792,0.01,None
5720,20,10.0,1,4,7,16.8904,True,First Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,850,99.35529411764705,0.01,None
5721,20,10.0,1,3,6,15.329058412164386,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,HOU,IND,IND,IND,IND,850,90.17093183626109,0.01,None
5722,39,7.0,1,3,5,12.653983999999998,False,Missed Playoffs,17.0,True,True,14.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,TB,HOU,NE,IND,IND,JAX,510,74.4352,0.01,Lost Division First
5723,41,6.0,1,3,4,11.112540509406537,False,Missed Playoffs,16.0,True,True,14.0,13.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,IND,IND,ARI,OAK,JAX,490,65.36788534945022,0.01,Lost Division First
5724,4,6.0,1,3,3,14.730222297715798,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,TB,HOU,IND,IND,IND,JAX,1800,86.64836645715175,0.01,Lost Wild Card First
5725,7,6.0,1,2,4,13.277190358151199,False,Missed Playoffs,15.0,True,True,14.0,10.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1500,78.10111975383059,0.01,Lost Division First
5726,13,7.0,1,3,5,12.861359221734833,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1150,75.65505424549902,0.01,Lost Division First
5727,42,7.0,1,3,4,11.675218041092293,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,HOU,NE,IND,IND,IND,480,68.67775318289584,0.01,Lost Division First
5728,16,9.0,1,3,4,16.01875278777504,False,Missed Playoffs,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,IND,IND,IND,1000,94.22795757514729,0.01,Lost Wild Card and Division at Same Time
5729,4,5.0,1,1,3,12.931690288105145,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1800,76.0687664006185,0.01,Lost Wild Card and Division at Same Time
5730,18,9.0,1,4,6,16.105203210468144,False,Missed Playoffs,,False,True,16.0,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,900,94.73648947334202,0.01,Lost Division First
5731,41,6.0,1,1,3,11.501240539330475,False,Missed Playoffs,14.0,True,True,14.0,9.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,TB,HOU,NE,IND,IND,IND,490,67.65435611370867,0.01,Lost Wild Card and Division at Same Time
5732,44,7.0,1,3,4,12.428415271638054,False,Missed Playoffs,15.0,True,True,14.0,13.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,IND,IND,NE,ARI,IND,IND,460,73.10832512728267,0.01,Lost Division First
5733,19,9.0,1,3,5,16.653984,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,875,97.9646117647059,0.01,None
5734,23,9.0,1,2,5,15.31202188830081,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,ARI,IND,IND,760,90.07071699000477,0.01,None
5735,8,6.0,1,2,4,13.382672479999997,False,Missed Playoffs,16.0,True,True,14.0,13.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1400,78.7216028235294,0.01,Lost Division First
5736,10,7.0,1,3,4,14.641509495749462,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,JAX,IND,TB,IND,IND,ARI,IND,JAX,1300,86.12652644558507,0.01,Lost Division First
5737,11,7.0,1,3,5,13.810799254391394,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1250,81.23999561406703,0.01,Lost Wild Card and Division at Same Time
5738,14,8.0,1,2,4,13.721207389571155,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,IND,1100,80.7129846445362,0.01,Lost Wild Card and Division at Same Time
5739,18,9.0,1,3,6,16.339482518490836,False,Missed Playoffs,,False,True,17.0,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,ARI,IND,JAX,900,96.1146030499461,0.01,Lost Division First
5740,21,9.0,1,3,7,16.52346194267021,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,IND,HOU,IND,ARI,IND,JAX,800,97.19683495688358,0.01,None
5741,18,9.0,1,3,6,14.747790309694865,False,Missed Playoffs,,False,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,900,86.75170770408744,0.01,Lost Division First
5742,59,8.0,1,2,4,12.385001276799995,True,Second Round Exit,,True,True,14.0,11.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,NE,IND,IND,IND,310,72.8529486870588,0.01,None
5743,12,8.0,1,3,6,14.497213807637664,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,NE,ARI,OAK,IND,1200,85.27772828022155,0.01,Lost Wild Card and Division at Same Time
5744,27,8.0,1,3,5,16.004647733364482,True,Second Round Exit,,False,False,,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,IND,OAK,IND,680,94.14498666684989,0.01,None
5745,41,7.0,1,2,4,11.952107437737618,False,Missed Playoffs,15.0,True,True,14.0,11.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,490,70.30651433963305,0.01,Lost Division First
5746,34,4.0,1,3,4,12.001053699827068,False,Missed Playoffs,15.0,True,True,14.0,11.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,JAX,BUF,TB,HOU,NE,ARI,OAK,JAX,560,70.59443352839452,0.01,Lost Division First
5747,10,6.0,1,3,5,15.360328159999996,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,IND,HOU,IND,ARI,OAK,JAX,1300,90.35487152941174,0.01,Lost Wild Card First
5748,12,7.0,1,2,6,15.615952159999999,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,IND,HOU,IND,ARI,OAK,JAX,1200,91.85854211764706,0.01,Lost Wild Card First
5749,12,7.0,1,3,5,13.466212417450953,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1200,79.21301422029971,0.01,Lost Wild Card and Division at Same Time
5750,27,9.0,1,3,6,16.704858261930777,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,HOU,IND,ARI,IND,IND,680,98.26387212900457,0.01,None
5751,11,7.0,1,4,5,15.712791999999999,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,NE,ARI,IND,JAX,1250,92.4281882352941,0.01,Lost Wild Card and Division at Same Time
5752,14,8.0,1,3,5,16.566808587297857,False,Missed Playoffs,,False,False,,8.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1100,97.45181521939915,0.01,Lost Wild Card First
5753,8,7.0,1,3,5,14.557144159999998,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,NE,IND,OAK,IND,1400,85.63025976470587,0.01,Lost Wild Card and Division at Same Time
5754,42,7.0,1,2,4,11.61822601816878,False,Missed Playoffs,15.0,True,True,14.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,480,68.34250598922812,0.01,Lost Division First
5755,6,5.0,1,3,4,13.109779020673104,False,Missed Playoffs,16.0,True,True,15.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,HOU,IND,ARI,OAK,JAX,1600,77.11634718043003,0.01,Lost Division First
5756,10,7.0,1,3,5,14.595175999999999,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,IND,IND,IND,ARI,OAK,JAX,1300,85.85397647058822,0.01,Lost Division First
5757,28,11.0,1,4,8,16.8904,True,Second Round Exit,,False,False,,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,HOU,IND,IND,OAK,IND,660,99.35529411764705,0.01,None
5758,12,7.0,1,3,4,13.383433116799997,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,IND,IND,IND,ARI,IND,JAX,1200,78.72607715764704,0.01,Lost Wild Card and Division at Same Time
5759,19,10.0,1,3,6,15.85257031068692,True,First Round Exit,,False,False,,10.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,ARI,IND,IND,875,93.25041359227599,0.01,None
5760,21,9.0,1,3,4,15.553860653641255,True,First Round Exit,,False,False,,9.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,IND,IND,IND,IND,IND,IND,800,91.49329796259562,0.01,None
5761,12,7.0,1,2,3,14.467707326952091,False,Missed Playoffs,,False,False,,8.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,IND,IND,ARI,IND,IND,1200,85.104160746777,0.01,Lost Wild Card First
5762,7,7.0,1,2,5,14.033919184049818,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,IND,HOU,IND,IND,OAK,JAX,1500,82.55246578852834,0.01,Lost Wild Card and Division at Same Time
5763,11,7.0,1,3,6,13.212178531607973,False,Missed Playoffs,17.0,True,True,15.0,12.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,IND,ARI,OAK,JAX,1250,77.71869724475279,0.01,Lost Division First
5764,22,9.0,1,3,5,15.251364961878343,True,First Round Exit,,False,False,,9.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,IND,IND,JAX,780,89.71391154046084,0.01,None
5765,12,8.0,1,3,4,16.14127049144307,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,NE,IND,IND,IND,1200,94.94864994966512,0.01,Lost Wild Card and Division at Same Time
5766,18,9.0,1,2,5,16.33464803665188,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,NE,IND,IND,IND,900,96.08616492148165,0.01,Lost Wild Card and Division at Same Time
5767,16,9.0,1,3,5,16.71436016,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1000,98.31976564705882,0.01,Lost Wild Card and Division at Same Time
5768,17,9.0,1,4,6,16.34094616256974,False,Missed Playoffs,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,IND,TB,IND,IND,ARI,OAK,IND,950,96.12321272099847,0.01,Lost Wild Card and Division at Same Time
5769,41,6.0,1,2,4,11.163741556637548,False,Missed Playoffs,15.0,True,True,13.0,13.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,490,65.66906798022087,0.01,Lost Division First
5770,43,7.0,1,1,2,11.114987807603226,False,Missed Playoffs,14.0,True,True,13.0,11.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,NYJ,IND,BUF,TB,IND,IND,IND,IND,IND,470,65.38228122119546,0.01,Lost Division First
5771,17,9.0,1,2,5,15.369291955123169,False,Missed Playoffs,,True,True,16.0,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,ARI,IND,IND,950,90.40759973601864,0.01,Lost Division First
5772,16,8.0,1,1,3,14.379427305923796,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,JAX,BUF,IND,IND,IND,IND,IND,IND,1000,84.58486650543409,0.01,Lost Wild Card and Division at Same Time
5773,36,5.0,1,2,3,12.137069976331263,False,Missed Playoffs,14.0,True,True,14.0,12.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,TB,IND,NE,ARI,OAK,IND,540,71.39452927253684,0.01,Lost Wild Card and Division at Same Time
5774,36,5.0,1,2,3,11.614709674962143,False,Missed Playoffs,14.0,True,True,13.0,11.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,Tie,IND,BUF,TB,HOU,NE,ARI,IND,IND,540,68.32182161742438,0.01,Lost Division First
5775,43,7.0,1,3,4,12.498336159999997,False,Missed Playoffs,16.0,True,True,14.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,IND,NE,ARI,IND,IND,470,73.51962447058821,0.01,Lost Division First
5776,41,6.0,1,2,4,10.851915013595587,False,Missed Playoffs,14.0,True,True,14.0,11.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,IND,490,63.8347941976211,0.01,Lost Wild Card and Division at Same Time
5777,48,8.0,1,2,5,12.481841116799998,False,Missed Playoffs,17.0,True,True,14.0,12.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,IND,IND,IND,NE,IND,IND,JAX,420,73.42259480470588,0.01,Lost Division First
5778,55,9.0,1,3,4,12.557144159999998,True,First Round Exit,,True,True,14.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,IND,IND,IND,IND,IND,350,73.86555388235293,0.01,None
5779,7,6.0,1,3,5,15.178462757885804,False,Missed Playoffs,17.0,True,True,17.0,7.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,ARI,OAK,JAX,1500,89.28507504638708,0.01,Lost Wild Card and Division at Same Time
5780,37,5.0,1,3,4,11.763107677075814,False,Missed Playoffs,15.0,True,True,14.0,11.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,HOU,IND,ARI,OAK,JAX,530,69.19475104162244,0.01,Lost Division First
5781,25,8.0,1,3,5,16.407240370579345,True,Second Round Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,IND,IND,IND,ARI,IND,JAX,720,96.51317865046674,0.01,None
5782,16,8.0,1,3,5,16.488086332604976,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1000,96.98874313297044,0.01,Lost Wild Card and Division at Same Time
5783,9,7.0,1,2,4,14.45378884211123,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,1350,85.02228730653665,0.01,Lost Wild Card and Division at Same Time
5784,28,11.0,1,4,6,16.8904,True,Second Round Exit,,False,False,,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,IND,IND,IND,660,99.35529411764705,0.01,None
5785,16,8.0,1,3,5,14.117093581147717,False,Missed Playoffs,17.0,True,True,15.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,1000,83.04172694792776,0.01,Lost Division First
5786,11,7.0,1,2,4,15.246993276799994,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1250,89.68819574588231,0.01,Lost Wild Card and Division at Same Time
5787,21,10.0,1,3,7,13.791992,True,First Round Exit,,True,True,15.0,14.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,IND,HOU,IND,ARI,IND,IND,800,81.12936470588235,0.01,None
5788,19,10.0,1,4,6,16.44980731307716,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,IND,HOU,IND,IND,IND,IND,875,96.76357242986565,0.01,None
5789,37,5.0,1,3,3,12.332164120466663,False,Missed Playoffs,16.0,True,True,16.0,8.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,TB,IND,IND,ARI,OAK,JAX,530,72.54214188509802,0.01,Lost Wild Card First
5790,22,9.0,1,3,7,15.070759599911655,True,First Round Exit,,True,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,IND,HOU,IND,ARI,IND,JAX,780,88.65152705830386,0.01,None
5791,6,6.0,1,2,3,13.233572454463998,False,Missed Playoffs,15.0,True,True,14.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,TB,IND,IND,ARI,OAK,IND,1600,77.84454384978822,0.01,Lost Division First
5792,12,8.0,1,3,6,16.420670279016477,False,Missed Playoffs,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,JAX,1200,96.59217811186163,0.01,Lost Wild Card and Division at Same Time
5793,17,9.0,1,3,6,15.66810927821414,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,ARI,OAK,IND,950,92.16534869537729,0.01,Lost Wild Card and Division at Same Time
5794,17,8.0,1,3,5,13.7716,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,950,81.00941176470587,0.01,Lost Division First
5795,4,5.0,1,3,4,14.931340225473702,False,Missed Playoffs,17.0,True,True,17.0,7.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,NYJ,IND,BUF,TB,IND,NE,ARI,OAK,JAX,1800,87.83141309102179,0.01,Lost Wild Card First
5796,20,9.0,1,3,6,16.46337876026155,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,850,96.84340447212676,0.01,None
5797,23,10.0,1,4,7,16.8904,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,IND,NE,IND,OAK,IND,760,99.35529411764705,0.01,None
5798,14,8.0,1,4,6,14.8904,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,NE,ARI,IND,JAX,1100,87.59058823529412,0.01,Lost Division First
5799,18,9.0,1,3,4,13.576352159999997,False,Missed Playoffs,17.0,True,True,15.0,12.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,IND,IND,IND,900,79.86089505882352,0.01,Lost Division First
5800,43,8.0,1,4,5,12.693583999999998,False,Missed Playoffs,17.0,True,True,14.0,13.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,JAX,BUF,IND,HOU,IND,IND,IND,JAX,470,74.66814117647057,0.01,Lost Division First
5801,21,10.0,1,3,7,13.921268626225114,True,First Round Exit,,True,True,16.0,12.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,IND,IND,NE,IND,OAK,IND,800,81.88981544838302,0.01,None
